date,forward_pe
2003-06-11,19.817726
2003-06-12,19.825634
2003-06-13,19.693954
2003-06-16,20.314669
2003-06-17,20.749194
2003-06-18,20.752015
2003-06-19,20.316674
2003-06-20,20.454526
2003-06-23,20.194422
2003-06-24,20.238517
2003-06-25,20.106358
2003-06-26,20.434232
2003-06-27,20.070773
2003-06-30,19.932992
2003-07-01,20.052687
2003-07-02,20.226474
2003-07-03,20.093697
2003-07-07,20.43496
2003-07-08,20.388138
2003-07-09,20.265707
2003-07-10,20.044835
2003-07-11,20.234166
2003-07-14,20.318213
2003-07-15,20.105446
2003-07-16,19.920254
2003-07-17,19.785586
2003-07-18,19.942121
2003-07-21,19.536356
2003-07-22,19.440651
2003-07-23,19.51152
2003-07-24,19.286872
2003-07-25,19.080771
2003-07-28,19.002875
2003-07-29,18.884302
2003-07-30,19.009986
2003-07-31,18.846797
2003-08-01,18.553065
2003-08-04,18.636685
2003-08-05,18.307727
2003-08-06,18.256877
2003-08-07,18.619704
2003-08-08,18.60595
2003-08-11,18.628751
2003-08-12,18.631672
2003-08-13,18.385947
2003-08-14,18.34081
2003-08-15,18.385238
2003-08-18,18.405619
2003-08-19,18.308979
2003-08-20,18.183842
2003-08-21,18.093552
2003-08-22,17.878966
2003-08-25,17.972633
2003-08-26,18.024668
2003-08-27,18.002344
2003-08-28,18.033209
2003-08-29,18.116595
2003-09-02,18.39944
2003-09-03,18.340316
2003-09-04,18.322202
2003-09-05,18.296455
2003-09-08,18.666764
2003-09-09,18.653952
2003-09-10,18.739148
2003-09-11,18.799401
2003-09-12,18.84081
2003-09-15,18.793446
2003-09-16,18.906336
2003-09-17,18.87257
2003-09-18,18.967884
2003-09-19,18.762637
2003-09-22,18.564977
2003-09-23,18.648818
2003-09-24,18.361783
2003-09-25,18.20403
2003-09-26,18.149836
2003-09-29,18.287619
2003-09-30,18.216436
2003-10-01,18.535653
2003-10-02,18.628635
2003-10-03,18.496853
2003-10-06,18.451704
2003-10-07,18.434846
2003-10-08,18.339786
2003-10-09,18.356462
2003-10-10,18.282103
2003-10-13,18.323482
2003-10-14,18.342118
2003-10-15,18.224253
2003-10-16,18.290985
2003-10-17,18.118399
2003-10-20,18.190288
2003-10-21,18.275249
2003-10-22,17.523793
2003-10-23,17.910241
2003-10-24,17.9836
2003-10-27,17.952192
2003-10-28,18.117828
2003-10-29,18.022313
2003-10-30,17.867065
2003-10-31,18.054079
2003-11-03,18.006709
2003-11-04,17.813268
2003-11-05,17.867953
2003-11-06,17.919429
2003-11-07,17.747051
2003-11-10,17.600525
2003-11-11,17.682127
2003-11-12,17.878477
2003-11-13,18.397882
2003-11-14,18.606345
2003-11-17,18.528997
2003-11-18,18.477327
2003-11-19,18.665072
2003-11-20,18.383481
2003-11-21,18.164245
2003-11-24,18.469561
2003-11-25,18.391419
2003-11-26,18.387857
2003-11-28,18.330002
2003-12-01,18.650621
2003-12-02,18.658123
2003-12-03,18.688178
2003-12-04,18.717903
2003-12-05,18.594631
2003-12-08,18.726009
2003-12-09,18.664173
2003-12-10,18.557597
2003-12-11,18.785802
2003-12-12,18.803355
