Date,Value
2022-10-31,95.4
2022-11-01,95.36
2022-11-02,95.31
2022-11-03,95.205
2022-11-04,95.27
2022-11-07,95.255
2022-11-08,95.34
2022-11-09,95.43
2022-11-10,95.84
2022-11-11,95.88
2022-11-14,95.825
2022-11-15,95.935
2022-11-16,95.97
2022-11-17,95.84
2022-11-18,95.765
2022-11-21,95.73
2022-11-22,95.78
2022-11-23,95.795
2022-11-25,95.795
2022-11-28,95.79
2022-11-29,95.79
2022-11-30,96.04
2022-12-01,96.185
2022-12-02,96.19
2022-12-05,96.05
2022-12-06,96.1
2022-12-07,96.225
2022-12-08,96.185
2022-12-09,96.24
2022-12-12,96.165
2022-12-13,96.365
2022-12-14,96.26
2022-12-15,96.255
2022-12-16,96.25
2022-12-19,96.175
2022-12-20,96.115
2022-12-21,96.125
2022-12-22,96.065
2022-12-23,96.005
2022-12-27,95.9
2022-12-28,95.89
2022-12-29,95.88
2022-12-30,95.785
2023-01-03,95.83
2023-01-04,95.945
2023-01-05,95.945
2023-01-06,96.255
2023-01-09,96.35
2023-01-10,96.36
2023-01-11,96.425
2023-01-12,96.535
2023-01-13,96.44
2023-01-17,96.505
2023-01-18,96.67
2023-01-19,96.645
2023-01-20,96.56
2023-01-23,96.47
2023-01-24,96.485
2023-01-25,96.52
2023-01-26,96.465
2023-01-27,96.4
2023-01-30,96.295
2023-01-31,96.39
2023-02-01,96.55
2023-02-02,96.575
2023-02-03,96.34
2023-02-06,96.15
2023-02-07,96.115
2023-02-08,96.14
2023-02-09,96.125
2023-02-10,96.08
2023-02-13,96.06
2023-02-14,95.86
2023-02-15,95.815
2023-02-16,95.86
2023-02-17,95.885
2023-02-21,95.795
2023-02-22,95.785
2023-02-23,95.775
2023-02-24,95.565
2023-02-27,95.55
2023-02-28,95.535
2023-03-01,95.4
2023-03-02,95.36
2023-03-03,95.42
2023-03-06,95.42
2023-03-07,95.33
2023-03-08,95.32
2023-03-09,95.525
2023-03-10,95.965
2023-03-13,96.965
2023-03-14,96.615
2023-03-15,96.775
2023-03-16,96.685
2023-03-17,96.67
2023-03-20,96.595
2023-03-21,96.315
2023-03-22,96.59
2023-03-23,96.72
2023-03-24,96.555
2023-03-27,96.44
2023-03-28,96.39
2023-03-29,96.395
2023-03-30,96.435
2023-03-31,96.505
2023-04-03,96.67
2023-04-04,96.87
2023-04-05,96.965
2023-04-06,96.86
2023-04-10,96.66
2023-04-11,96.61
2023-04-12,96.715
2023-04-13,96.72
2023-04-14,96.57
2023-04-17,96.455
2023-04-18,96.455
2023-04-19,96.455
2023-04-20,96.59
2023-04-21,96.585
2023-04-24,96.64
2023-04-25,96.92
2023-04-26,96.885
2023-04-27,96.695
2023-04-28,96.72
2023-05-01,96.625
2023-05-02,96.82
2023-05-03,96.91
2023-05-04,97.135
2023-05-05,96.855
2023-05-08,96.755
2023-05-09,96.78
2023-05-10,96.94
2023-05-11,96.935
2023-05-12,96.825
2023-05-15,96.82
2023-05-16,96.765
2023-05-17,96.69
2023-05-18,96.605
2023-05-19,96.57
2023-05-22,96.53
2023-05-23,96.53
2023-05-24,96.505
2023-05-25,96.335
2023-05-26,96.22
2023-05-30,96.43
2023-05-31,96.545
2023-06-01,96.57
2023-06-02,96.35
2023-06-05,96.405
2023-06-06,96.32
2023-06-07,96.235
2023-06-08,96.265
2023-06-09,96.155
2023-06-12,96.185
2023-06-13,96.03
2023-06-14,96.035
2023-06-15,96.095
2023-06-16,96.005
2023-06-20,96.11
2023-06-21,96.115
2023-06-22,96
2023-06-23,96.05
2023-06-26,96.055
2023-06-27,95.965
2023-06-28,96.025
2023-06-29,95.865
2023-06-30,95.84
2023-07-03,95.765
2023-07-05,95.735
2023-07-06,95.67
2023-07-07,95.765
2023-07-10,95.865
2023-07-11,95.83
2023-07-12,96.05
2023-07-13,96.245
2023-07-14,96.065
2023-07-17,96.075
2023-07-18,96.07
2023-07-19,96.08
2023-07-20,95.975
2023-07-21,95.95
2023-07-24,95.9
2023-07-25,95.845
2023-07-26,95.93
2023-07-27,95.755
2023-07-28,95.785
2023-07-31,95.82
2023-08-01,95.795
2023-08-02,95.835
2023-08-03,95.815
2023-08-04,95.935
2023-08-07,95.99
2023-08-08,96
2023-08-09,95.95
2023-08-10,95.965
2023-08-11,95.85
2023-08-14,95.755
2023-08-15,95.755
2023-08-16,95.725
2023-08-17,95.715
2023-08-18,95.74
2023-08-21,95.68
2023-08-22,95.62
2023-08-23,95.73
2023-08-24,95.66
2023-08-25,95.615
2023-08-28,95.625
2023-08-29,95.77
2023-08-30,95.8
2023-08-31,95.825
2023-09-01,95.81
2023-09-05,95.71
2023-09-06,95.635
2023-09-07,95.725
2023-09-08,95.675
2023-09-11,95.67
2023-09-12,95.64
2023-09-13,95.655
2023-09-14,95.615
2023-09-15,95.575
2023-09-18,95.545
2023-09-19,95.475
2023-09-20,95.48
2023-09-21,95.435
2023-09-22,95.445
2023-09-25,95.45
2023-09-26,95.46
2023-09-27,95.405
2023-09-28,95.48
2023-09-29,95.505
2023-10-02,95.435
2023-10-03,95.4
2023-10-04,95.51
2023-10-05,95.54
2023-10-06,95.475
2023-10-09,95.65
2023-10-10,95.61
2023-10-11,95.565
2023-10-12,95.505
2023-10-13,95.515
2023-10-16,95.47
2023-10-17,95.33
2023-10-18,95.305
2023-10-19,95.325
2023-10-20,95.435
2023-10-23,95.485
2023-10-24,95.445
2023-10-25,95.385
2023-10-26,95.465
2023-10-27,95.505
2023-10-30,95.48
2023-10-31,95.43
2023-11-01,95.6
2023-11-02,95.61
2023-11-03,95.795
2023-11-06,95.825
2023-11-07,95.875
2023-11-08,95.855
2023-11-09,95.77
2023-11-10,95.73
2023-11-13,95.765
2023-11-14,96.025
2023-11-15,95.905
2023-11-16,95.995
2023-11-17,95.94
2023-11-20,95.975
2023-11-21,96.025
2023-11-22,96
2023-11-24,95.955
2023-11-27,96.015
2023-11-28,96.18
2023-11-29,96.335
2023-11-30,96.26
2023-12-01,96.435
2023-12-04,96.345
2023-12-05,96.42
2023-12-06,96.365
2023-12-07,96.415
2023-12-08,96.235
2023-12-11,96.245
2023-12-12,96.23
2023-12-13,96.515
2023-12-14,96.615
2023-12-15,96.56
2023-12-18,96.605
2023-12-19,96.62
2023-12-20,96.71
2023-12-21,96.74
2023-12-22,96.75
2023-12-26,96.725
2023-12-27,96.79
2023-12-28,96.74
2023-12-29,96.78
2024-01-02,96.68
2024-01-03,96.67
2024-01-04,96.54
2024-01-05,96.52
2024-01-08,96.58
2024-01-09,96.56
2024-01-10,96.57
2024-01-11,96.695
2024-01-12,96.83
2024-01-16,96.725
