date,adj_close,split_adj_close
2002-01-02,74.08927154541016,115.52999877929688
2002-01-03,74.92932891845703,116.83999633789062
2002-01-04,75.42961120605469,117.62000274658203
2002-01-07,74.89727020263672,116.79000091552734
2002-01-08,74.72413635253906,116.5199966430664
2002-01-09,74.11490631103516,115.56999969482422
2002-01-10,74.4419937133789,116.08000183105469
2002-01-11,73.71089172363281,114.94000244140625
2002-01-14,73.24918365478516,114.22000122070312
2002-01-15,73.84554290771484,115.1500015258789
2002-01-16,72.35136413574219,112.81999969482422
2002-01-17,72.89645385742188,113.66999816894531
2002-01-18,72.56298065185547,113.1500015258789
2002-01-22,72.06277465820312,112.37000274658203
2002-01-23,72.61431121826172,113.2300033569336
2002-01-24,72.83869934082031,113.58000183105469
2002-01-25,72.81951141357422,113.55000305175781
2002-01-28,73.01829528808594,113.86000061035156
2002-01-29,70.72245025634766,110.27999877929688
2002-01-30,71.74211883544922,111.87000274658203
2002-01-31,72.58222198486328,113.18000030517578
2002-02-01,72.24234771728516,112.6500015258789
2002-02-04,70.44667053222656,109.8499984741211
2002-02-05,70.01058197021484,109.16999816894531
2002-02-06,69.70919799804688,108.69999694824219
2002-02-07,69.27311706542969,108.0199966430664
2002-02-08,70.60057830810547,110.08999633789062
2002-02-11,71.46634674072266,111.44000244140625
2002-02-12,71.24188995361328,111.08999633789062
2002-02-13,71.99862670898438,112.2699966430664
2002-02-14,71.86393737792969,112.05999755859375
2002-02-15,71.11363220214844,110.88999938964844
2002-02-19,69.7476806640625,108.76000213623047
2002-02-20,70.9212417602539,110.58999633789062
2002-02-21,69.45271301269531,108.30000305175781
2002-02-22,70.31201934814453,109.63999938964844
2002-02-25,71.4727783203125,111.44999694824219
2002-02-26,71.32525634765625,111.22000122070312
2002-02-27,71.60103607177734,111.6500015258789
2002-02-28,71.28036499023438,111.1500015258789
2002-03-01,72.94133758544922,113.73999786376953
2002-03-04,74.2303695678711,115.75
2002-03-05,73.99305725097656,115.37999725341797
2002-03-06,74.87163543701172,116.75
2002-03-07,74.7113265991211,116.5
2002-03-08,75.02555847167969,116.98999786376953
2002-03-11,75.18589782714844,117.23999786376953
2002-03-12,75.1409912109375,117.16999816894531
2002-03-13,74.41634368896484,116.04000091552734
2002-03-14,74.3136978149414,115.87999725341797
2002-03-15,75.02182006835938,116.6500015258789
2002-03-18,75.03467559814453,116.66999816894531
2002-03-19,75.53632354736328,117.44999694824219
2002-03-20,74.11499786376953,115.23999786376953
2002-03-21,74.14714050292969,115.29000091552734
2002-03-22,73.98633575439453,115.04000091552734
2002-03-25,73.0666732788086,113.61000061035156
2002-03-26,73.49118041992188,114.2699966430664
2002-03-27,73.68407440185547,114.56999969482422
2002-03-28,73.65193939208984,114.5199966430664
2002-04-01,73.68407440185547,114.56999969482422
2002-04-02,73.2789077758789,113.94000244140625
2002-04-03,72.76439666748047,113.13999938964844
2002-04-04,72.46212768554688,112.66999816894531
2002-04-05,72.47499084472656,112.69000244140625
2002-04-08,72.62932586669922,112.93000030517578
2002-04-09,72.12128448486328,112.13999938964844
2002-04-10,72.93806457519531,113.41000366210938
2002-04-11,71.12438201904297,110.58999633789062
2002-04-12,71.65821838378906,111.41999816894531
2002-04-15,71.1115493774414,110.56999969482422
2002-04-16,72.80299377441406,113.19999694824219
2002-04-17,72.64866638183594,112.95999908447266
2002-04-18,72.33354187011719,112.47000122070312
2002-04-19,72.59715270996094,112.87999725341797
2002-04-22,71.3880615234375,111.0
2002-04-23,71.07935333251953,110.5199966430664
2002-04-24,70.36552429199219,109.41000366210938
2002-04-25,70.40412139892578,109.47000122070312
2002-04-26,69.0663833618164,107.38999938964844
2002-04-29,68.72550201416016,106.86000061035156
2002-04-30,69.36864471435547,107.86000061035156
2002-05-01,70.21758270263672,109.18000030517578
2002-05-02,69.94747924804688,108.76000213623047
2002-05-03,69.18856811523438,107.58000183105469
2002-05-06,67.83152770996094,105.47000122070312
2002-05-07,67.59356689453125,105.0999984741211
2002-05-08,70.1082763671875,109.01000213623047
2002-05-09,69.29790496826172,107.75
2002-05-10,67.99232482910156,105.72000122070312
2002-05-13,69.37503814697266,107.87000274658203
2002-05-14,70.88646697998047,110.22000122070312
2002-05-15,70.60987854003906,109.79000091552734
2002-05-16,70.9764633178711,110.36000061035156
2002-05-17,71.3237533569336,110.9000015258789
2002-05-20,70.55201721191406,109.69999694824219
2002-05-21,69.90888214111328,108.69999694824219
2002-05-22,70.063232421875,108.94000244140625
2002-05-23,70.80926513671875,110.0999984741211
2002-05-24,69.90243530273438,108.69000244140625
2002-05-28,69.52301025390625,108.0999984741211
2002-05-29,69.00849151611328,107.30000305175781
2002-05-30,68.81554412841797,107.0
2002-05-31,68.95703887939453,107.22000122070312
2002-06-03,67.12411499023438,104.37000274658203
2002-06-04,67.29131317138672,104.62999725341797
2002-06-05,67.9216079711914,105.61000061035156
2002-06-06,66.53884887695312,103.45999908447266
2002-06-07,66.46168518066406,103.33999633789062
2002-06-10,66.71892547607422,103.73999786376953
2002-06-11,65.57413482666016,101.95999908447266
2002-06-12,65.9728775024414,102.58000183105469
2002-06-13,65.31044006347656,101.55000305175781
2002-06-14,65.21398162841797,101.4000015258789
2002-06-17,66.96332550048828,104.12000274658203
2002-06-18,67.51000213623047,104.97000122070312
2002-06-19,65.93431854248047,102.5199966430664
2002-06-20,65.0917739868164,101.20999908447266
2002-06-21,64.07403564453125,99.27999877929688
2002-06-24,64.40962982177734,99.80000305175781
2002-06-25,62.96393966674805,97.55999755859375
2002-06-26,63.06720733642578,97.72000122070312
2002-06-27,64.17080688476562,99.43000030517578
2002-06-28,63.86750411987305,98.95999908447266
2002-07-01,62.62192916870117,97.02999877929688
2002-07-02,61.292396545410156,94.97000122070312
2002-07-03,61.640899658203125,95.51000213623047
2002-07-05,64.0933837890625,99.30999755859375
2002-07-08,63.29307174682617,98.06999969482422
2002-07-09,61.698978424072266,95.5999984741211
2002-07-10,59.453041076660156,92.12000274658203
2002-07-11,59.93709182739258,92.87000274658203
2002-07-12,59.27879333496094,91.8499984741211
2002-07-15,59.59500503540039,92.33999633789062
2002-07-16,58.446250915527344,90.55999755859375
2002-07-17,58.562400817871094,90.73999786376953
2002-07-18,56.66496276855469,87.80000305175781
2002-07-19,54.670711517333984,84.70999908447266
2002-07-22,53.050785064697266,82.19999694824219
2002-07-23,51.598670959472656,79.94999694824219
2002-07-24,54.67718505859375,84.72000122070312
2002-07-25,54.21254348754883,84.0
2002-07-26,55.245140075683594,85.5999984741211
2002-07-29,57.93635940551758,89.7699966430664
2002-07-30,58.69150161743164,90.94000244140625
2002-07-31,58.833499908447266,91.16000366210938
2002-08-01,57.29744338989258,88.77999877929688
2002-08-02,56.01314163208008,86.79000091552734
2002-08-05,54.06405258178711,83.7699966430664
2002-08-06,55.88404083251953,86.58999633789062
2002-08-07,56.85859680175781,88.0999984741211
2002-08-08,58.69792556762695,90.94999694824219
2002-08-09,58.917362213134766,91.29000091552734
2002-08-12,58.484954833984375,90.62000274658203
2002-08-13,57.4200553894043,88.97000122070312
2002-08-14,59.51759338378906,92.22000122070312
2002-08-15,60.34370040893555,93.5
2002-08-16,60.16299057006836,93.22000122070312
2002-08-19,61.56992721557617,95.4000015258789
2002-08-20,60.91808319091797,94.38999938964844
2002-08-21,61.7957878112793,95.75
2002-08-22,62.39601516723633,96.68000030517578
2002-08-23,61.053585052490234,94.5999984741211
2002-08-26,61.47954559326172,95.26000213623047
2002-08-27,60.769630432128906,94.16000366210938
2002-08-28,59.440155029296875,92.0999984741211
2002-08-29,59.46593475341797,92.13999938964844
2002-08-30,59.23362731933594,91.77999877929688
2002-09-03,56.97476577758789,88.27999877929688
2002-09-04,57.787967681884766,89.54000091552734
2002-09-05,57.29744338989258,88.77999877929688
2002-09-06,58.08485412597656,90.0
2002-09-09,58.510765075683594,90.66000366210938
2002-09-10,59.18195724487305,91.69999694824219
2002-09-11,58.81410598754883,91.12999725341797
2002-09-12,57.729862213134766,89.44999694824219
2002-09-13,57.87181854248047,89.66999816894531
2002-09-16,58.01383972167969,89.88999938964844
2002-09-17,56.68435287475586,87.83000183105469
2002-09-18,56.116390228271484,86.94999694824219
2002-09-19,54.6642951965332,84.69999694824219
2002-09-20,54.68243408203125,84.3499984741211
2002-09-23,54.2350959777832,83.66000366210938
2002-09-24,53.35992431640625,82.30999755859375
2002-09-25,54.68243408203125,84.3499984741211
2002-09-26,55.57706832885742,85.7300033569336
2002-09-27,53.64518737792969,82.75
2002-09-30,53.02279281616211,81.79000091552734
2002-10-01,55.57057189941406,85.72000122070312
2002-10-02,53.904502868652344,83.1500015258789
2002-10-03,53.35992431640625,82.30999755859375
2002-10-04,52.38102722167969,80.80000305175781
2002-10-07,51.29841613769531,79.12999725341797
2002-10-08,52.10226821899414,80.37000274658203
2002-10-09,50.63067626953125,78.0999984741211
2002-10-10,52.27082443237305,80.62999725341797
2002-10-11,54.55927658081055,84.16000366210938
2002-10-14,54.86394119262695,84.62999725341797
2002-10-15,57.50243377685547,88.69999694824219
2002-10-16,56.10865020751953,86.55000305175781
